net,length_um
net5250,1.26819mm
_027208_,1.26817mm
net1826,1.26706mm
net1711,1.26701mm
_035245_,1.26693mm
net6194,1.26652mm
net266,1.26605mm
net5228,1.26578mm
net1944,1.26511mm
_016378_,1.26424mm
data_axil_araddr\[25\],1.26397mm
net1384,1.26362mm
net239,1.26304mm
net352,1.26262mm
_054216_,1.26258mm
data_axil_araddr\[12\],1.2621mm
data_axil_araddr\[17\],1.26206mm
net6573,1.26191mm
net1712,1.26156mm
net1936,1.26085mm
_012192_,1.26043mm
_048225_,1.25977mm
_015335_,1.25928mm
net1914,1.25923mm
_044864_,1.257985mm
u_core.id_stage_i.decoder_i.instr_rdata_i\[18\],1.25759mm
net1946,1.2572mm
data_axil_araddr\[6\],1.25507mm
net6203,1.25484mm
net6201,1.25398mm
_016500_,1.25388mm
net1578,1.25262mm
_000035_,1.25258mm
net299,1.25175mm
net6575,1.25103mm
_016564_,1.25078mm
_016383_,1.24992mm
net1928,1.2499mm
net1862,1.24965mm
_016474_,1.24872mm
net338,1.24759mm
net6187,1.246145mm
net327,1.24613mm
net1984,1.24531mm
net5873,1.24472mm
_015361_,1.24464mm
net1906,1.24451mm
_047490_,1.24402mm
_016365_,1.24317mm
net341,1.24227mm
_034376_,1.24215mm
u_uart2.rx_data_w\[7\],1.24197mm
_016343_,1.2411mm
net261,1.24057mm
_015469_,1.24048mm
net5046,1.23948mm
net977,1.238795mm
net286,1.23847mm
net1986,1.23832mm
_016212_,1.23827mm
u_npu.u_npu_engine.rq_scaled\[3\],1.23814mm
net1550,1.238015mm
data_axil_araddr\[27\],1.23796mm
iram_s_araddr\[3\],1.23697mm
_016216_,1.23666mm
net297,1.23653mm
net349,1.23629mm
net1841,1.23609mm
_016481_,1.2355mm
net2139,1.23526mm
net275,1.23452mm
net5854,1.23328mm
net294,1.23263mm
net1714,1.23252mm
net1916,1.23226mm
_027977_,1.2321mm
u_npu.u_npu_engine.rq_scaled\[2\],1.23134mm
net354,1.23134mm
net321,1.23035mm
u_uart2.fifo_rd_data\[7\],1.22898mm
_016214_,1.22886mm
_018035_,1.22886mm
debug_req,1.22848mm
net272,1.22835mm
net283,1.22801mm
_015470_,1.22742mm
u_npu.ram_rdata_a\[10\],1.22719mm
_044747_,1.22634mm
data_axil_wdata\[11\],1.22627mm
net288,1.2255mm
_047694_,1.2254mm
_020059_,1.22493mm
_015401_,1.2249mm
net2039,1.224895mm
net316,1.22469mm
bus_fault_irq,1.22448mm
net5795,1.22316mm
net1760,1.22271mm
net319,1.222mm
_015448_,1.22014mm
net6119,1.21956mm
net22,1.21949mm
net1546,1.219285mm
_015491_,1.21922mm
_015522_,1.21922mm
_015325_,1.21774mm
net6216,1.21772mm
_016479_,1.21708mm
net305,1.21698mm
_015327_,1.21644mm
_047986_,1.21602mm
net23,1.21599mm
_016540_,1.21586mm
u_gpio.gpio_in_q1\[9\],1.21479mm
_014425_,1.21406mm
net821,1.21309mm
u_npu.u_npu_engine.conv_acc\[44\],1.21212mm
_027818_,1.21126mm
u_gpio.gpio_in_q1\[10\],1.2112mm
net2030,1.2106mm
u_npu.u_npu_engine.d_out\[2\],1.21023mm
s8_rdata\[15\],1.20857mm
net332,1.20744mm
_013063_,1.206605mm
net24,1.20611mm
_014770_,1.20537mm
net5926,1.204915mm
_045753_,1.20487mm
_049328_,1.20457mm
net6004,1.20453mm
_016600_,1.2039mm
_016347_,1.20382mm
net6164,1.20291mm
net5828,1.20289mm
u_npu.ram_rdata_a\[0\],1.20252mm
net21,1.20178mm
net1809,1.20037mm
_016338_,1.20002mm
net6256,1.19661mm
net1830,1.19657mm
net6122,1.19638mm
net330,1.19562mm
u_uart2.fifo_rd_data\[4\],1.19528mm
clknet_7_8__leaf_clk_i_regs,1.19457mm
net5108,1.19438mm
_015399_,1.1943mm
net308,1.19409mm
net343,1.19327mm
_016356_,1.19296mm
net1781,1.19179mm
u_gpio.gpio_in_q1\[13\],1.19064mm
_016498_,1.18956mm
net5845,1.18883mm
net5023,1.18756mm
data_axil_araddr\[2\],1.18625mm
_044623_,1.18615mm
net6642,1.185085mm
iram_s_araddr\[2\],1.18454mm
net783,1.18342mm
net5862,1.183205mm
_015414_,1.183mm
net2127,1.18291mm
s4_rdata\[21\],1.18164mm
net2128,1.18012mm
_015285_,1.18002mm
net5888,1.17943mm
net6118,1.178775mm
s4_rdata\[7\],1.17872mm
net1938,1.17865mm
net1696,1.17843mm
_040170_,1.178mm
net1910,1.1779mm
net1103,1.1776mm
_045262_,1.1768mm
_045881_,1.17657mm
net5977,1.17654mm
u_npu.u_npu_engine.fc_y\[3\],1.175185mm
net5933,1.17454mm
net6190,1.17333mm
net1795,1.17328mm
_016576_,1.17158mm
net5973,1.17152mm
s4_rdata\[16\],1.171385mm
s9_rdata\[6\],1.17126mm
net1816,1.17074mm
net1931,1.17064mm
_016209_,1.17063mm
_016330_,1.1706mm
net5856,1.169505mm
_000041_,1.16905mm
net1600,1.16825mm
net1574,1.168175mm
net1797,1.1681mm
_013661_,1.16767mm
_013860_,1.16692mm
net5602,1.16678mm
merged_m_araddr\[12\],1.16517mm
net1611,1.16408mm
_016300_,1.1632mm
_016215_,1.16274mm
_016360_,1.16012mm
net2123,1.15936mm
net1847,1.15921mm
net6209,1.15909mm
_011971_,1.15866mm
net1562,1.15592mm
_015317_,1.1548mm
net1581,1.1539mm
net5770,1.15334mm
net1788,1.15214mm
_016210_,1.15152mm
net1571,1.1511mm
_015082_,1.15045mm
net6345,1.15003mm
_015423_,1.14966mm
net1643,1.14936mm
_015484_,1.1487mm
net1549,1.146285mm
net6453,1.14533mm
_028178_,1.14434mm
net5886,1.142475mm
_000289_,1.14214mm
_016503_,1.14166mm
_027836_,1.14135mm
u_npu.u_npu_engine.fc_y\[2\],1.141305mm
_015351_,1.14094mm
clknet_6_47_0_clk_i_regs,1.14067mm
net1694,1.14039mm
_045294_,1.14038mm
_019208_,1.13963mm
_016208_,1.1396mm
i2c_irq,1.1389mm
_015348_,1.1388mm
net5014,1.13868mm
s4_rdata\[8\],1.13618mm
net1601,1.134705mm
net7244,1.1342mm
net1612,1.13388mm
net1642,1.13306mm
_016547_,1.13294mm
_015344_,1.13276mm
_019203_,1.13056mm
net6003,1.12973mm
net1551,1.12957mm
u_instruction_ram.aw_addr_reg\[2\],1.12896mm
net1185,1.12892mm
net7033,1.12832mm
data_axil_wdata\[4\],1.12796mm
net2124,1.127485mm
clknet_6_46_0_clk_i_regs,1.12616mm
u_instruction_ram.aw_addr_reg\[3\],1.12536mm
net5897,1.1227mm
_016639_,1.12174mm
_013648_,1.12026mm
u_uart2.fifo_rd_data\[3\],1.119565mm
net6195,1.11949mm
_054198_,1.11947mm
net656,1.11904mm
_015260_,1.11896mm
net5646,1.11824mm
net2129,1.11704mm
net7009,1.11677mm
net5163,1.11666mm
_015264_,1.11552mm
net73,1.1136mm
_013944_,1.1122mm
_016376_,1.11136mm
net15117,1.1092mm
_016305_,1.10872mm
net5976,1.107885mm
net5820,1.10762mm
net6123,1.10744mm
net6744,1.10738mm
net5030,1.10732mm
_016581_,1.1057mm
net5975,1.1051mm
clknet_3_0_0_clk_i_regs,1.105045mm
_016523_,1.10476mm
_044632_,1.10472mm
s4_rdata\[17\],1.1045mm
_016323_,1.10434mm
net1684,1.104095mm
net1693,1.1038mm
_000023_,1.1035mm
net6167,1.10184mm
net5188,1.10172mm
net5727,1.10113mm
net5198,1.10056mm
u_gpio.gpio_in_q1\[3\],1.10018mm
_015527_,1.09958mm
_016303_,1.09932mm
_016642_,1.0993mm
net5835,1.09836mm
s10_rdata\[24\],1.098105mm
data_axil_wstrb\[1\],1.09746mm
net1423,1.09724mm
net5761,1.09702mm
net5637,1.0964mm
u_npu.tcm_addr_a\[11\],1.09618mm
u_qspi.w_data_lat\[17\],1.096mm
net5919,1.09594mm
_012143_,1.09544mm
net6128,1.09514mm
_016332_,1.09411mm
_016211_,1.09382mm
_019173_,1.09281mm
s9_rdata\[4\],1.09278mm
_027784_,1.09213mm
net2134,1.09208mm
_016298_,1.09062mm
u_npu.u_npu_engine.mac_kw_q\[2\],1.08958mm
net6168,1.08918mm
net5889,1.087565mm
_040167_,1.08687mm
net809,1.08631mm
net5691,1.08556mm
net5803,1.08535mm
u_npu.ram_rdata_a\[22\],1.084495mm
_019431_,1.08303mm
net1547,1.0827mm
u_qspi.w_data_lat\[26\],1.08231mm
_016518_,1.08224mm
net5006,1.08216mm
net5275,1.08082mm
net1808,1.08028mm
_016574_,1.07988mm
_015274_,1.07865mm
_016246_,1.07846mm
net5610,1.07742mm
_047288_,1.07659mm
_020020_,1.07629mm
_034655_,1.07598mm
net5752,1.07584mm
net5180,1.0758mm
_016307_,1.07544mm
net6169,1.07537mm
_056439_,1.07436mm
net5259,1.07368mm
_020016_,1.0732mm
_020012_,1.07297mm
net6166,1.0703mm
net6226,1.06941mm
_013890_,1.06851mm
net6434,1.06841mm
net1104,1.06823mm
net5853,1.06735mm
net5588,1.06638mm
net5893,1.066365mm
_015257_,1.06622mm
_034657_,1.066165mm
net1572,1.06498mm
net1135,1.06482mm
net6160,1.06355mm
_016294_,1.0634mm
net5234,1.06222mm
net1697,1.061725mm
_016628_,1.0617mm
net6481,1.06071mm
_027632_,1.06026mm
net5958,1.059695mm
s8_rdata\[17\],1.05955mm
_016275_,1.05918mm
net5154,1.05914mm
net5863,1.059055mm
_046871_,1.058895mm
net6115,1.05787mm
_012015_,1.05777mm
_045069_,1.05773mm
u_core.alu_operand_b_ex\[5\],1.056885mm
_016624_,1.05426mm
_020029_,1.054mm
u_core.alu_operand_a_ex\[18\],1.053245mm
_016315_,1.05295mm
net5878,1.05232mm
net5066,1.05172mm
net6235,1.05108mm
net1558,1.05107mm
net6394,1.050105mm
net5860,1.04917mm
_020026_,1.04843mm
_014530_,1.04804mm
net1284,1.04617mm
net5969,1.04608mm
_016562_,1.0457mm
net5890,1.04502mm
net5700,1.04443mm
net5964,1.04352mm
net1884,1.04351mm
data_axil_wdata\[27\],1.04336mm
_012071_,1.04246mm
u_npu.tcm_addr_a\[12\],1.04137mm
net5916,1.04089mm
net5736,1.0398mm
net6478,1.03937mm
net5922,1.038695mm
data_axil_wdata\[19\],1.03837mm
net6565,1.03801mm
data_axil_wdata\[28\],1.0379mm
net1184,1.03765mm
_013707_,1.03757mm
net5054,1.03744mm
net1377,1.03736mm
u_npu.npu_reset_sig,1.03709mm
_016625_,1.03662mm
net5944,1.03522mm
_015261_,1.03514mm
_045515_,1.03482mm
_015290_,1.0348mm
net5885,1.03457mm
net5956,1.03346mm
data_axil_wdata\[20\],1.0326mm
net5937,1.03218mm
u_npu.ram_rdata_a\[27\],1.032065mm
_015480_,1.03199mm
_016248_,1.03187mm
u_npu.ram_rdata_a\[11\],1.031275mm
net5570,1.03092mm
u_uart2.rx_done_w,1.03038mm
net2017,1.030365mm
net5655,1.03031mm
net1575,1.02895mm
_035864_,1.02892mm
net6775,1.02875mm
net1877,1.02867mm
u_interconnect.write_sel_q\[6\],1.02792mm
_015192_,1.02782mm
_013645_,1.02604mm
net1343,1.02423mm
net5947,1.023975mm
_015224_,1.02306mm
net5875,1.02294mm
_027764_,1.02202mm
_013524_,1.02112mm
u_npu.ram_rdata_a\[24\],1.02112mm
_013947_,1.02096mm
u_core.alu_operand_a_ex\[4\],1.02074mm
u_qspi.w_data_lat\[12\],1.020635mm
_000027_,1.02037mm
_016273_,1.0189mm
net6165,1.018875mm
u_core.ex_stage_i.mult_i.int_op_a_msu\[0\],1.01797mm
net5974,1.017935mm
net5930,1.01774mm
u_npu.ram_rdata_a\[30\],1.017375mm
net1155,1.01665mm
_015299_,1.0165mm
net1688,1.01575mm
_027763_,1.01534mm
net5868,1.01519mm
net989,1.0138mm
net1133,1.01358mm
_020390_,1.01314mm
net1144,1.01307mm
net5618,1.01182mm
net5530,1.0117mm
_040181_,1.01111mm
_019209_,1.01067mm
net5861,1.010305mm
_019736_,1.01011mm
net1152,1.00673mm
_035706_,1.00568mm
u_core.alu_operand_a_ex\[3\],1.00481mm
_015275_,1.00468mm
u_qspi.w_data_lat\[21\],1.00451mm
_013933_,1.00434mm
_019204_,1.00309mm
u_npu.ram_rdata_a\[1\],1.002805mm
_019483_,1.0028mm
data_axil_wdata\[15\],1.00251mm
net1891,1.00238mm
net1560,1.001075mm
_016288_,999.98µm
_046516_,999.37µm
_000080_,999.26µm
net1048,998.75µm
_013942_,998.56µm
_015243_,998.16µm
net6141,997.665µm
net1271,997.32µm
_013526_,996.94µm
data_axil_wdata\[18\],996.6µm
_027643_,995.36µm
_015238_,993.98µm
s4_rdata\[22\],993.58µm
net5939,993.375µm
_015197_,993.32µm
_035810_,993.26µm
_020032_,991.675µm
_040303_,991.51µm
net1917,991.31µm
u_npu.u_npu_axi_ctrl.mem_aw_valid_lat,990.555µm
net1896,989.33µm
_047697_,988.98µm
_015242_,988.5µm
net5630,987.5µm
net1163,987.13µm
net1146,987µm
data_axil_wdata\[14\],986.46µm
_015476_,986.28µm
data_axil_wdata\[16\],985.98µm
net1837,985.63µm
_027388_,984.82µm
_000053_,983.34µm
u_uart2.fifo_rd_data\[0\],983.27µm
net1047,983.09µm
net6230,982.76µm
net5954,982.23µm
net1269,982.21µm
net6191,981.84µm
u_core.alu_operand_b_ex\[4\],980.465µm
_015376_,980.265µm
u_uart2.fifo_rd_data\[2\],980.09µm
net5936,979.47µm
u_qspi.rx_rd_ptr\[5\],979.16µm
u_core.alu_operand_a_ex\[5\],979.12µm
net1285,976.76µm
_035447_,976.68µm
_015226_,975.99µm
_019623_,975.42µm
_056700_,975.14µm
net6142,974.92µm
net6017,974.37µm
_048411_,973.38µm
net5980,973.175µm
u_core.alu_operand_b_ex\[2\],972.84µm
net1272,972.35µm
net6220,972.04µm
rom_m0_rdata\[15\],971.25µm
net1158,971.09µm
_015403_,970.92µm
net1416,970.845µm
_015196_,970.74µm
_016579_,970.12µm
_015391_,969.46µm
_015284_,969.26µm
net145,968.895µm
net1161,968.88µm
_045883_,968.8µm
_049016_,968.8µm
net5948,967.355µm
u_core.ex_stage_i.mult_i.op_b_i\[19\],967.1µm
_015328_,966.97µm
net1348,966.2µm
net6752,966.015µm
net1417,965.055µm
_015475_,964.76µm
_015529_,964.625µm
_033373_,964.01µm
_016313_,963.74µm
net1929,963.14µm
net1606,962.95µm
net5960,962.28µm
_015396_,960.56µm
u_core.id_stage_i.decoder_i.instr_rdata_i\[21\],959.01µm
u_qspi.w_data_lat\[24\],958.36µm
_016443_,958.325µm
_015512_,957.58µm
net1355,957.24µm
net6208,956.26µm
net1338,955.83µm
clknet_7_100__leaf_clk_i_regs,955.41µm
net7127,955.38µm
_016264_,955.32µm
_015213_,954.865µm
_019575_,954.58µm
net773,953.87µm
net5871,953.115µm
s4_rdata\[10\],952.56µm
_033338_,952.07µm
net2079,952.065µm
u_uart2.u_rx.rx_sync1_r,951.78µm
_015295_,950.655µm
u_uart1.uart_irq,950.39µm
_015463_,950.105µm
_013726_,949.73µm
_056668_,949.7µm
_016213_,949.54µm
net2075,948.865µm
_015228_,948.52µm
_016519_,947.66µm
net5894,947.54µm
net1951,947.25µm
_015288_,947.04µm
u_npu.u_npu_axi_ctrl.mem_w_valid_lat,946.88µm
_019534_,946.1µm
_016484_,944.825µm
net774,944.77µm
dma_irq,944.76µm
_000285_,944.4µm
rom_m0_rdata\[1\],944.365µm
_016598_,943.34µm
_015214_,942.98µm
_016364_,942.98µm
_015219_,942.64µm
_015255_,942.56µm
u_npu.u_npu_engine.d_out\[1\],942.26µm
net2082,942.195µm
_015460_,942.08µm
_016434_,942.02µm
_000030_,942µm
net6711,941.94µm
_016638_,941.67µm
_016372_,941.665µm
_015265_,941.58µm
net1273,941.4µm
net5883,941.25µm
_015379_,941.22µm
u_qspi.rx_rd_ptr\[2\],941.085µm
net5962,941.06µm
_015406_,940.865µm
s4_rdata\[23\],940.51µm
_015312_,939.78µm
_016545_,939.61µm
_016456_,939.34µm
u_core.alu_operand_b_ex\[3\],939.31µm
_019748_,939.24µm
_016384_,938.845µm
_016335_,938.425µm
_015324_,938.2µm
_015334_,937.8µm
net810,937.78µm
_000015_,937.65µm
u_qspi.w_data_lat\[0\],937.06µm
_016409_,936.74µm
net1686,936.68µm
_035616_,936.18µm
_016342_,935.5µm
net771,935.18µm
u_uart2.u_rx_fifo.rd_ptr_r\[2\],934.955µm
net1137,933.84µm
_016524_,933.6µm
u_npu.u_npu_sram.inr_a_q,933.27µm
_016563_,933.22µm
data_axil_wdata\[9\],932.73µm
data_axil_wdata\[6\],931.78µm
_015340_,931.52µm
_044876_,931.44µm
_016637_,930.06µm
net1803,929.97µm
_015220_,929.96µm
_016480_,929.26µm
clknet_leaf_3_clk_i,928.63µm
_015268_,928.465µm
_015355_,928.34µm
_027270_,928.04µm
_016247_,926.88µm
u_qspi.ccr_data_mode\[1\],926.58µm
_016451_,926.06µm
net6143,925.82µm
_016274_,925.52µm
net6227,925.44µm
net651,925.13µm
net1216,924.63µm
net2114,924.2µm
_016382_,924.14µm
_019743_,923.97µm
net5872,923.895µm
u_qspi.w_data_lat\[9\],923.695µm
net328,923.43µm
data_axil_wdata\[7\],923.35µm
u_core.id_stage_i.decoder_i.instr_rdata_i\[20\],923.08µm
net6904,922.92µm
_016429_,922.82µm
net975,922.77µm
_016304_,922.5µm
_015253_,922.49µm
u_core.ex_stage_i.mult_i.int_op_a_msu\[16\],921.82µm
_027243_,921.76µm
_016399_,921.2µm
net6555,920.69µm
net5940,920.48µm
net5870,920.435µm
_015292_,920.3µm
net5992,920.25µm
_015515_,919.645µm
_056681_,919.46µm
net6257,919.245µm
_015371_,919.02µm
net1900,918.98µm
_015315_,917.98µm
_016263_,917.32µm
_016331_,917µm
_015194_,916.785µm
_015209_,916.2µm
clknet_leaf_13_clk_i,916.16µm
net1262,915.73µm
_016536_,915.685µm
_016504_,915.66µm
_016326_,915.43µm
net1405,915.01µm
net1894,914.81µm
_015309_,914.545µm
_016350_,914.445µm
_015468_,914.38µm
net6171,914.375µm
_016591_,914.185µm
_016570_,913.905µm
data_axil_wdata\[24\],913.67µm
_015495_,913.54µm
_035654_,913.38µm
net1129,913.26µm
_016463_,913.145µm
net1346,912.87µm
_016299_,912.78µm
_015204_,912.68µm
net5986,911.82µm
_056694_,911.72µm
net6222,911.66µm
_015273_,911.54µm
_016424_,911.36µm
_019893_,911.06µm
data_axil_wdata\[22\],911.02µm
net1755,910.8µm
_016499_,910.54µm
u_uart2.fifo_rd_data\[5\],910.2µm
_015400_,909.28µm
data_axil_wdata\[23\],908.98µm
_018083_,908.75µm
net306,908.65µm
u_qspi.rx_rd_ptr\[1\],908.64µm
_015368_,908.625µm
clknet_leaf_1_clk_i,908.5µm
_015191_,908.26µm
net317,907.87µm
_016548_,907.705µm
_016575_,907.22µm
_015277_,907.11µm
rom_m0_rdata\[31\],906.885µm
net1131,906.86µm
_016582_,906.085µm
_035226_,905.72µm
net6148,905.195µm
net80,905.165µm
_027207_,905.02µm
_016418_,904.96µm
net1264,904.88µm
_015446_,904.44µm
clknet_1_1_1_clk_i_regs,903.62µm
_016253_,903.34µm
_016355_,903.32µm
_015360_,903.22µm
net6883,903.02µm
net6221,902.53µm
_016580_,901.76µm
_019888_,901µm
_016267_,900.905µm
net1200,900.74µm
net1557,900.38µm
_015501_,899.7µm
_016475_,899.58µm
_016291_,899.385µm
net152,898.59µm
net6147,898.34µm
_015440_,898.02µm
data_axil_wdata\[10\],898.01µm
u_qspi.w_data_lat\[25\],897.9µm
_016282_,897.745µm
net5865,897.74µm
_035446_,897.6µm
_012996_,897.475µm
_015245_,896.88µm
net262,896.33µm
net98,896.13µm
u_core.alu_operand_a_ex\[1\],895.95µm
net662,895.4µm
net218,895.35µm
net1286,894.9µm
net229,894.59µm
_016286_,894.56µm
_016287_,894.5µm
_015190_,894.18µm
s10_rdata\[30\],894.08µm
_019569_,893.84µm
clknet_6_3_0_clk_i_regs,893.72µm
_015365_,892.64µm
net240,892.49µm
net284,892.37µm
net1817,891.98µm
_035544_,891.855µm
net1364,891.82µm
_015395_,891.7µm
_056693_,891.66µm
_014406_,891.63µm
net5881,891.565µm
net207,891.25µm
net1359,890.99µm
net6471,890.815µm
u_uart2.uart_stream_irq,890.03µm
s4_rdata\[9\],889.71µm
_019582_,889.63µm
_049188_,889.35µm
net2009,888.68µm
_016314_,888.66µm
net1099,888.6µm
data_axil_wdata\[26\],888.49µm
_015225_,888.44µm
_015384_,888.24µm
_016599_,888.06µm
_027961_,887.82µm
_016439_,887.76µm
_016262_,887.68µm
_015201_,887.58µm
data_axil_wdata\[0\],887.49µm
_012527_,887.305µm
net88,886.775µm
u_core.alu_operand_a_ex\[16\],886.015µm
net78,885.515µm
_015436_,885.42µm
net5965,885.165µm
_020043_,885.09µm
_016494_,885.005µm
_046023_,884.11µm
net1810,883.89µm
net777,883.66µm
net273,883.27µm
data_axil_wdata\[13\],882.99µm
net2000,882.92µm
net6200,882.68µm
net185,882.59µm
_019524_,882.42µm
u_qspi.w_data_lat\[14\],881.78µm
_016527_,881.42µm
net677,881.345µm
_015500_,881.02µm
_020039_,880.73µm
_015241_,880.54µm
net1110,880.38µm
_020036_,880.13µm
net764,879.75µm
_016470_,879.445µm
net276,879.41µm
net779,879.07µm
u_uart1.u_rx.rx_sync1_r,879.06µm
net6391,878.77µm
net1563,878.08µm
rom_m0_rdata\[24\],877.94µm
net1878,877.75µm
_019560_,877.73µm
_046354_,877.72µm
_015306_,877.66µm
net1198,877.475µm
net1987,877.275µm
net5978,877.155µm
net805,876.975µm
_035255_,876.94µm
_019796_,876.71µm
net1796,876.12µm
_047493_,876.11µm
s10_rdata\[14\],875.6µm
_015203_,875.395µm
net807,875.38µm
_056673_,873.92µm
net1191,873.53µm
net1266,873.33µm
_015417_,872.88µm
net1827,872.38µm
net350,872.04µm
_019596_,871.99µm
net5927,871.935µm
net1633,870.64µm
_016319_,870.54µm
_047755_,870.5µm
net1344,870.3µm
_019853_,870.05µm
net196,869.75µm
net1789,869.3µm
net163,869.19µm
net174,868.59µm
_015303_,868.56µm
net251,868.3µm
net1598,867.28µm
u_npu.u_npu_engine.conv_acc\[68\],866.94µm
net295,866.55µm
u_qspi.w_data_lat\[31\],866.18µm
_027976_,865.92µm
_035438_,865.87µm
u_core.alu_operand_a_ex\[0\],865.27µm
net6229,864.92µm
data_axil_wdata\[5\],864.65µm
_019878_,864.45µm
_015252_,863.82µm
_012019_,863.65µm
_015210_,862.92µm
net89,862.7µm
_027989_,862.64µm
u_core.alu_operand_b_ex\[0\],862.46µm
_013041_,862.21µm
net1782,862.11µm
data_axil_wdata\[8\],861.14µm
data_axil_wdata\[25\],860.74µm
net1776,860.56µm
net1831,860.35µm
net254,860.15µm
s4_rdata\[19\],859.75µm
_012074_,858.86µm
net339,858.59µm
_044946_,858.2µm
net287,858.13µm
_015289_,857.24µm
net765,856.58µm
_016541_,856.16µm
_046514_,856.01µm
net6444,855.585µm
net6389,855.34µm
s4_rdata\[12\],854.84µm
_045750_,854.36µm
net1247,853.5µm
_055130_,853.06µm
_048479_,852.68µm
net1587,852.4µm
_034476_,852µm
_019873_,851.98µm
net1599,850.82µm
u_core.alu_operand_a_ex\[31\],850.4µm
u_npu.ram_rdata_a\[28\],850.265µm
net2021,850.1µm
net6465,849.885µm
net2115,849.66µm
net1259,849.05µm
net1885,848.9µm
data_axil_wdata\[21\],848.75µm
net99,848.335µm
u_gpio.gpio_in_q1\[5\],848.05µm
u_core.alu_operand_a_ex\[6\],847.53µm
data_axil_wstrb\[0\],847.395µm
net5898,847.36µm
u_instruction_ram.aw_addr_reg\[6\],846.72µm
net813,846.63µm
_015350_,846.38µm
net1607,846.06µm
u_npu.u_npu_engine.state\[22\],846.05µm
u_gpio.gpio_in_q1\[15\],846.02µm
net221,845.49µm
net770,844.98µm
_055284_,844.32µm
_019589_,844.27µm
net778,843.99µm
_020028_,843.9µm
net177,843.39µm
u_core.alu_operand_a_ex\[15\],843.3µm
u_instruction_ram.aw_addr_reg\[4\],843.22µm
_015251_,843.02µm
_019883_,842.44µm
_016377_,841.08µm
net1566,840.265µm
net5209,838.7µm
net6343,838.44µm
rom_m0_rdata\[4\],838.195µm
net1698,837.87µm
net893,836.96µm
net5982,835.765µm
net166,835.25µm
_020031_,834.97µm
_012130_,834.95µm
_015345_,834.46µm
net232,834.19µm
_034466_,833.46µm
clknet_leaf_6_clk_i,833.3µm
net6219,832.91µm
_015430_,832.52µm
_015456_,832.4µm
net1246,832.38µm
net155,832.37µm
u_core.id_stage_i.decoder_i.instr_rdata_i\[13\],831.885µm
net210,831.44µm
net763,831.44µm
_044779_,831.38µm
net6224,831.37µm
net5998,831.06µm
net1585,830.615µm
s10_rdata\[28\],830.595µm
_020025_,830.08µm
net6177,829.23µm
u_instruction_ram.aw_addr_reg\[5\],828.29µm
net5129,828.08µm
net1280,828.05µm
_027828_,827.82µm
net1245,827.82µm
_012073_,827.485µm
u_uart2.u_rx_fifo.wr_ptr_r\[4\],826.58µm
net5859,825.96µm
_027540_,825.84µm
_019200_,825.29µm
u_npu.u_npu_engine.state\[16\],824.87µm
net5935,824.585µm
net1365,824.28µm
net5981,824.18µm
_034387_,823.9µm
_015235_,822.1µm
u_instruction_ram.aw_addr_reg\[8\],822.06µm
u_qspi.rx_rd_ptr\[3\],822.03µm
_020011_,821.91µm
_019773_,821.88µm
net90,821.64µm
net2046,820.9µm
net1211,820.6µm
net1603,820.03µm
net265,819.72µm
net1150,819.65µm
net1949,819.57µm
net1105,818.96µm
net769,818.78µm
net873,818.3µm
net1250,818.3µm
u_uart2.u_rx_fifo.rd_ptr_r\[6\],817.65µm
rom_m0_rdata\[30\],817.575µm
net1367,816.8µm
_034494_,816.67µm
net1165,816.57µm
net199,815.6µm
net5895,815.56µm
u_qspi.tx_rd_ptr\[1\],815.335µm
net1605,814.93µm
rom_m0_rdata\[14\],814.615µm
u_gpio.gpio_in_q1\[6\],814.4µm
rom_m0_rdata\[13\],814.36µm
_014769_,814.02µm
u_npu.u_npu_sram.sel_b_q\[1\],814µm
net243,813.99µm
net741,813.66µm
net188,813.26µm
u_qspi.w_data_lat\[16\],813.18µm
u_qspi.w_data_lat\[5\],813.02µm
net298,812.73µm
net1248,812.72µm
_012020_,811.74µm
net1358,811.655µm
_015283_,811.44µm
u_core.alu_operand_a_ex\[2\],810.535µm
u_data_ram.aw_addr_reg\[9\],810.53µm
_015300_,810.18µm
_015411_,809.1µm
net740,809.05µm
_020038_,808.74µm
net6358,808.495µm
_014420_,807.915µm
net225,807.87µm
net110,807.72µm
s10_rdata\[26\],807.48µm
_027985_,807.36µm
net76,807.2µm
u_npu.ram_rdata_a\[16\],807.155µm
dma_m_bready,807.135µm
net6013,807.02µm
net1584,806.89µm
net869,806.53µm
net1982,805.87µm
net897,805.39µm
net1279,804.15µm
net1868,803.78µm
_048477_,803.41µm
_056440_,803.01µm
_012523_,802.8µm
_025166_,802.74µm
data_axil_wdata\[2\],801.98µm
net1347,801.82µm
_035549_,801.36µm
net1997,800.905µm
_016643_,800.06µm
data_axil_wdata\[17\],799.39µm
net5984,799.38µm
net1918,798.95µm
clknet_7_5__leaf_clk_i_regs,798.83µm
net324,798.24µm
u_core.alu_operand_a_ex\[7\],797.68µm
net735,797.17µm
net309,797.11µm
net331,796.96µm
net1283,796.9µm
net258,796.75µm
net5988,796.56µm
net1576,796.34µm
u_core.alu_operand_a_ex\[27\],795.88µm
data_axil_wdata\[31\],795.57µm
net100,794.92µm
u_gpio.gpio_in_q1\[7\],794.76µm
net291,794.62µm
net976,794.44µm
_012129_,794.1µm
net6234,793.75µm
u_core.alu_operand_a_ex\[17\],793.745µm
net280,793.63µm
