net,length_um
_026353_,7.82µm
_026932_,7.82µm
_027446_,7.82µm
_027655_,7.82µm
_028654_,7.82µm
_029409_,7.82µm
_029574_,7.82µm
_030127_,7.82µm
_031879_,7.82µm
_033037_,7.82µm
_033072_,7.82µm
_033375_,7.82µm
_034282_,7.82µm
_034364_,7.82µm
_034716_,7.82µm
_035084_,7.82µm
_035704_,7.82µm
_037021_,7.82µm
_037832_,7.82µm
_040251_,7.82µm
_041191_,7.82µm
_043910_,7.82µm
_047903_,7.82µm
_048048_,7.82µm
_049248_,7.82µm
_049456_,7.82µm
_049786_,7.82µm
_050673_,7.82µm
_051443_,7.82µm
_052522_,7.82µm
_053013_,7.82µm
_053794_,7.82µm
_060054_,7.82µm
_060991_,7.82µm
_063641_,7.82µm
_064369_,7.82µm
_067333_,7.82µm
_068085_,7.82µm
_069678_,7.82µm
_071736_,7.82µm
_072079_,7.82µm
_072491_,7.82µm
_077385_,7.82µm
_077922_,7.82µm
_078729_,7.82µm
_078999_,7.82µm
_081257_,7.82µm
_084064_,7.82µm
_084545_,7.82µm
_084780_,7.82µm
_087723_,7.82µm
u_core.id_stage_i.register_file_i.mem\[876\],7.82µm
u_gpio.reg_mode_expanded\[4\],7.82µm
u_npu.u_npu_engine.kh_q0\[0\],7.82µm
u_uart2.u_rx_fifo.mem\[130\]\[5\],7.82µm
net11523,7.82µm
net12470,7.82µm
net13069,7.82µm
net13522,7.82µm
net14577,7.82µm
net15412,7.82µm
net16665,7.82µm
net17043,7.82µm
net17135,7.82µm
net19092,7.82µm
net19124,7.82µm
net19167,7.82µm
net19242,7.82µm
net19271,7.82µm
net20795,7.82µm
net21548,7.82µm
net24298,7.82µm
_001860_,7.815µm
_005618_,7.815µm
_022292_,7.81µm
_001648_,7.805µm
_001763_,7.805µm
_001835_,7.805µm
_002243_,7.805µm
_002286_,7.805µm
_002305_,7.805µm
_002377_,7.805µm
_002379_,7.805µm
_002389_,7.805µm
_002564_,7.805µm
_002669_,7.805µm
_002733_,7.805µm
_002740_,7.805µm
_002818_,7.805µm
_003124_,7.805µm
_003245_,7.805µm
_003289_,7.805µm
_003509_,7.805µm
_003788_,7.805µm
_004038_,7.805µm
_004045_,7.805µm
_004054_,7.805µm
_004190_,7.805µm
_004467_,7.805µm
_004520_,7.805µm
_004715_,7.805µm
_005002_,7.805µm
_005088_,7.805µm
_005130_,7.805µm
_005421_,7.805µm
_005489_,7.805µm
_005538_,7.805µm
_005702_,7.805µm
_005871_,7.805µm
_006063_,7.805µm
_006400_,7.805µm
_007136_,7.805µm
_007425_,7.805µm
_010233_,7.805µm
u_uart2.u_rx_fifo.mem\[159\]\[0\],7.805µm
u_uart2.u_rx_fifo.mem\[247\]\[3\],7.805µm
_000707_,7.8µm
_006650_,7.8µm
_017481_,7.8µm
_021640_,7.8µm
_025015_,7.8µm
_025092_,7.8µm
_030054_,7.8µm
_038025_,7.8µm
_045628_,7.8µm
_045646_,7.8µm
_052136_,7.8µm
_060578_,7.8µm
_071499_,7.8µm
_072917_,7.8µm
_075699_,7.8µm
_079178_,7.8µm
_080882_,7.8µm
_084538_,7.8µm
u_uart2.u_rx_fifo.mem\[206\]\[1\],7.8µm
net11909,7.8µm
net13624,7.8µm
net13957,7.8µm
net16725,7.8µm
net17061,7.8µm
net19638,7.8µm
net23913,7.8µm
_051453_,7.795µm
_047333_,7.79µm
_077199_,7.79µm
_084188_,7.79µm
_003586_,7.785µm
_009576_,7.785µm
_000511_,7.78µm
_006855_,7.78µm
_009013_,7.78µm
_012118_,7.78µm
_012464_,7.78µm
_012517_,7.78µm
_013209_,7.78µm
_014484_,7.78µm
_014945_,7.78µm
_015202_,7.78µm
_015267_,7.78µm
_015300_,7.78µm
_015303_,7.78µm
_015713_,7.78µm
_016272_,7.78µm
_016387_,7.78µm
_016592_,7.78µm
_016642_,7.78µm
_017129_,7.78µm
_017159_,7.78µm
_017392_,7.78µm
_018636_,7.78µm
_018643_,7.78µm
_019399_,7.78µm
_019623_,7.78µm
_020016_,7.78µm
_021199_,7.78µm
_022446_,7.78µm
_023136_,7.78µm
_023328_,7.78µm
_023495_,7.78µm
_023938_,7.78µm
_024022_,7.78µm
_025302_,7.78µm
_025687_,7.78µm
_027476_,7.78µm
_029636_,7.78µm
_029667_,7.78µm
_031369_,7.78µm
_031425_,7.78µm
_031692_,7.78µm
_034926_,7.78µm
_034986_,7.78µm
_037416_,7.78µm
_037591_,7.78µm
_047740_,7.78µm
_048129_,7.78µm
_048751_,7.78µm
_048956_,7.78µm
_049089_,7.78µm
_050046_,7.78µm
_050093_,7.78µm
_052156_,7.78µm
_052262_,7.78µm
_053666_,7.78µm
_053729_,7.78µm
_054099_,7.78µm
_054266_,7.78µm
_054911_,7.78µm
_056797_,7.78µm
_057109_,7.78µm
_057629_,7.78µm
_057839_,7.78µm
_058150_,7.78µm
_058661_,7.78µm
_060561_,7.78µm
_061378_,7.78µm
_061408_,7.78µm
_062043_,7.78µm
_062355_,7.78µm
_063162_,7.78µm
_063548_,7.78µm
_063960_,7.78µm
_064020_,7.78µm
_065315_,7.78µm
_065896_,7.78µm
_066028_,7.78µm
_066348_,7.78µm
_066827_,7.78µm
_067884_,7.78µm
_068807_,7.78µm
_069112_,7.78µm
_070837_,7.78µm
_071098_,7.78µm
_073437_,7.78µm
_073834_,7.78µm
_074783_,7.78µm
_074805_,7.78µm
_074883_,7.78µm
_074957_,7.78µm
_075210_,7.78µm
_076122_,7.78µm
_076721_,7.78µm
_078382_,7.78µm
_078496_,7.78µm
_078692_,7.78µm
_079756_,7.78µm
_079946_,7.78µm
_080616_,7.78µm
_081061_,7.78µm
_082059_,7.78µm
_082330_,7.78µm
_082809_,7.78µm
_083101_,7.78µm
_083474_,7.78µm
_083950_,7.78µm
_084084_,7.78µm
_084193_,7.78µm
_084211_,7.78µm
_084631_,7.78µm
_085181_,7.78µm
_085423_,7.78µm
_085828_,7.78µm
_086498_,7.78µm
_086984_,7.78µm
_087023_,7.78µm
_087230_,7.78µm
_087685_,7.78µm
_088112_,7.78µm
_088314_,7.78µm
u_core.cs_registers_i.dscratch0_q\[26\],7.78µm
u_core.id_stage_i.register_file_i.mem\[186\],7.78µm
u_core.id_stage_i.register_file_i.mem\[684\],7.78µm
u_core.id_stage_i.register_file_i.mem\[747\],7.78µm
u_core.id_stage_i.register_file_i.mem\[997\],7.78µm
u_dma.reg_xfer_len\[13\],7.78µm
u_npu.u_npu_engine.rdata_q\[1\],7.78µm
u_qspi.rx_fifo\[33\]\[24\],7.78µm
u_qspi.rx_fifo\[40\]\[2\],7.78µm
u_qspi.rx_fifo\[49\]\[28\],7.78µm
u_qspi.rx_fifo\[54\]\[10\],7.78µm
u_qspi.rx_fifo\[9\]\[22\],7.78µm
u_qspi.tx_fifo\[26\]\[11\],7.78µm
u_qspi.tx_fifo\[45\]\[7\],7.78µm
u_qspi.tx_fifo\[4\]\[11\],7.78µm
u_uart2.u_rx_fifo.mem\[104\]\[0\],7.78µm
u_uart2.u_rx_fifo.mem\[56\]\[6\],7.78µm
u_uart2.u_rx_fifo.mem\[67\]\[5\],7.78µm
net10955,7.78µm
net11872,7.78µm
net14696,7.78µm
net16255,7.78µm
net16282,7.78µm
net16922,7.78µm
net18126,7.78µm
net18177,7.78µm
net18592,7.78µm
net19317,7.78µm
net19561,7.78µm
net20336,7.78µm
net20821,7.78µm
net20954,7.78µm
net21131,7.78µm
net21755,7.78µm
net23814,7.78µm
net24023,7.78µm
_051177_,7.775µm
_021853_,7.77µm
_024258_,7.77µm
_044172_,7.77µm
_001352_,7.765µm
_001726_,7.765µm
_002639_,7.765µm
_002985_,7.765µm
_003360_,7.765µm
_003871_,7.765µm
_004262_,7.765µm
_000304_,7.76µm
_001200_,7.76µm
_006156_,7.76µm
_007195_,7.76µm
_007536_,7.76µm
_008572_,7.76µm
_009380_,7.76µm
_009805_,7.76µm
_010098_,7.76µm
_010331_,7.76µm
_010378_,7.76µm
_011368_,7.76µm
_011834_,7.76µm
_017415_,7.76µm
_020097_,7.76µm
_022775_,7.76µm
_023671_,7.76µm
_023903_,7.76µm
_029434_,7.76µm
_030990_,7.76µm
_031745_,7.76µm
_031810_,7.76µm
_032380_,7.76µm
_033062_,7.76µm
_036068_,7.76µm
_036120_,7.76µm
_038018_,7.76µm
_048047_,7.76µm
_048894_,7.76µm
_050846_,7.76µm
_050947_,7.76µm
_052953_,7.76µm
_053456_,7.76µm
_054009_,7.76µm
_062418_,7.76µm
_063583_,7.76µm
_064143_,7.76µm
_069940_,7.76µm
_070506_,7.76µm
_070993_,7.76µm
_071670_,7.76µm
_073313_,7.76µm
_075146_,7.76µm
_076627_,7.76µm
_076831_,7.76µm
_078818_,7.76µm
_082265_,7.76µm
_083426_,7.76µm
_083653_,7.76µm
_083898_,7.76µm
_084675_,7.76µm
_084954_,7.76µm
_087057_,7.76µm
_087774_,7.76µm
u_core.cs_registers_i.mepc_n\[5\],7.76µm
u_core.id_stage_i.register_file_i.mem\[751\],7.76µm
u_jtag.dr_reg\[52\],7.76µm
u_qspi.rx_fifo\[13\]\[13\],7.76µm
u_qspi.rx_fifo\[13\]\[4\],7.76µm
u_qspi.rx_fifo\[23\]\[17\],7.76µm
u_qspi.rx_fifo\[47\]\[18\],7.76µm
u_qspi.rx_fifo\[50\]\[11\],7.76µm
u_qspi.rx_fifo\[9\]\[30\],7.76µm
u_qspi.tx_fifo\[49\]\[27\],7.76µm
u_uart2.u_rx_fifo.mem\[228\]\[4\],7.76µm
u_uart2.u_rx_fifo.mem\[33\]\[2\],7.76µm
net11008,7.76µm
net11564,7.76µm
net11606,7.76µm
net11673,7.76µm
net11681,7.76µm
net13233,7.76µm
net13985,7.76µm
net14263,7.76µm
net15789,7.76µm
net16915,7.76µm
net16946,7.76µm
net17095,7.76µm
net17127,7.76µm
net17257,7.76µm
net17938,7.76µm
net19067,7.76µm
net20535,7.76µm
u_uart2.u_rx_fifo.mem\[19\]\[2\],7.755µm
u_uart2.u_rx_fifo.mem\[250\]\[2\],7.755µm
u_uart2.u_rx_fifo.mem\[183\]\[4\],7.75µm
u_uart2.u_rx_fifo.mem\[23\]\[3\],7.75µm
_004837_,7.745µm
_005155_,7.745µm
_005581_,7.745µm
_063805_,7.745µm
_002549_,7.74µm
_007167_,7.74µm
_008829_,7.74µm
_012043_,7.74µm
_013998_,7.74µm
_014372_,7.74µm
_014620_,7.74µm
_014622_,7.74µm
_014838_,7.74µm
_015265_,7.74µm
_015558_,7.74µm
_015912_,7.74µm
_015954_,7.74µm
_016289_,7.74µm
_016766_,7.74µm
_017281_,7.74µm
_017766_,7.74µm
_018164_,7.74µm
_018931_,7.74µm
_018996_,7.74µm
_019025_,7.74µm
_019334_,7.74µm
_019603_,7.74µm
_019782_,7.74µm
_020091_,7.74µm
_021231_,7.74µm
_021463_,7.74µm
_022803_,7.74µm
_025524_,7.74µm
_025819_,7.74µm
_026858_,7.74µm
_027619_,7.74µm
_027672_,7.74µm
_028550_,7.74µm
_028690_,7.74µm
_028867_,7.74µm
_029005_,7.74µm
_029158_,7.74µm
_029691_,7.74µm
_029718_,7.74µm
_031165_,7.74µm
_031667_,7.74µm
_033371_,7.74µm
_035413_,7.74µm
_037507_,7.74µm
_037587_,7.74µm
_050061_,7.74µm
_052931_,7.74µm
_053608_,7.74µm
_054401_,7.74µm
_054947_,7.74µm
_056409_,7.74µm
_056901_,7.74µm
_056923_,7.74µm
_057001_,7.74µm
_057020_,7.74µm
_057134_,7.74µm
_057508_,7.74µm
_057759_,7.74µm
_058763_,7.74µm
_058789_,7.74µm
_060178_,7.74µm
_062987_,7.74µm
_065568_,7.74µm
_065668_,7.74µm
_066783_,7.74µm
_069685_,7.74µm
_072818_,7.74µm
_072826_,7.74µm
_073577_,7.74µm
_074822_,7.74µm
_076702_,7.74µm
_076852_,7.74µm
_077426_,7.74µm
_077855_,7.74µm
_078256_,7.74µm
_078563_,7.74µm
_078624_,7.74µm
_078661_,7.74µm
_079279_,7.74µm
_079825_,7.74µm
_080056_,7.74µm
_080160_,7.74µm
_080862_,7.74µm
_081463_,7.74µm
_082296_,7.74µm
_082693_,7.74µm
_083473_,7.74µm
_083539_,7.74µm
_083948_,7.74µm
_084156_,7.74µm
_084190_,7.74µm
_084336_,7.74µm
_084378_,7.74µm
_085392_,7.74µm
_085795_,7.74µm
_086057_,7.74µm
_086182_,7.74µm
_087754_,7.74µm
_088173_,7.74µm
u_core.id_stage_i.register_file_i.mem\[761\],7.74µm
u_core.id_stage_i.register_file_i.mem\[867\],7.74µm
u_qspi.rx_fifo\[12\]\[21\],7.74µm
u_qspi.rx_fifo\[32\]\[20\],7.74µm
u_qspi.rx_fifo\[4\]\[2\],7.74µm
u_qspi.rx_fifo\[52\]\[13\],7.74µm
u_qspi.tx_fifo\[10\]\[15\],7.74µm
u_qspi.tx_fifo\[30\]\[23\],7.74µm
u_qspi.tx_fifo\[40\]\[18\],7.74µm
u_qspi.tx_fifo\[44\]\[5\],7.74µm
u_qspi.tx_fifo\[56\]\[31\],7.74µm
u_qspi.tx_fifo\[60\]\[20\],7.74µm
u_uart1.reg_stp_r\[0\],7.74µm
u_uart2.u_rx_fifo.mem\[100\]\[3\],7.74µm
u_uart2.u_rx_fifo.mem\[116\]\[1\],7.74µm
u_uart2.u_rx_fifo.mem\[137\]\[0\],7.74µm
u_uart2.u_rx_fifo.mem\[153\]\[2\],7.74µm
u_uart2.u_rx_fifo.mem\[165\]\[7\],7.74µm
u_uart2.u_rx_fifo.mem\[184\]\[0\],7.74µm
u_uart2.u_rx_fifo.mem\[1\]\[0\],7.74µm
u_uart2.u_rx_fifo.mem\[37\]\[1\],7.74µm
u_uart2.u_rx_fifo.mem\[38\]\[2\],7.74µm
u_uart2.u_rx_fifo.mem\[6\]\[1\],7.74µm
net14019,7.74µm
net14903,7.74µm
net14923,7.74µm
net15028,7.74µm
net15163,7.74µm
net15194,7.74µm
net15368,7.74µm
net15847,7.74µm
net17979,7.74µm
net18355,7.74µm
net19217,7.74µm
net19530,7.74µm
net21017,7.74µm
net21160,7.74µm
net21237,7.74µm
net21537,7.74µm
net23165,7.74µm
_001072_,7.735µm
_006265_,7.735µm
_006513_,7.735µm
u_uart2.u_rx_fifo.mem\[222\]\[5\],7.735µm
u_uart2.u_rx_fifo.mem\[243\]\[5\],7.735µm
_024033_,7.73µm
_032531_,7.73µm
_045334_,7.73µm
_049584_,7.73µm
_059908_,7.73µm
_066108_,7.73µm
u_uart2.u_rx_fifo.mem\[105\]\[2\],7.73µm
u_uart2.u_rx_fifo.mem\[241\]\[5\],7.73µm
_003332_,7.725µm
net11597,7.725µm
net22853,7.725µm
_000900_,7.72µm
_001021_,7.72µm
_010103_,7.72µm
_010400_,7.72µm
_011683_,7.72µm
_022630_,7.72µm
_022738_,7.72µm
_028556_,7.72µm
_030128_,7.72µm
_030588_,7.72µm
_035179_,7.72µm
_035511_,7.72µm
_052291_,7.72µm
_052983_,7.72µm
_057511_,7.72µm
_058216_,7.72µm
_061132_,7.72µm
_073537_,7.72µm
_081377_,7.72µm
_084733_,7.72µm
_086770_,7.72µm
s11_arready,7.72µm
u_uart2.u_rx_fifo.mem\[178\]\[7\],7.72µm
net11305,7.72µm
net11456,7.72µm
net18278,7.72µm
net18858,7.72µm
_005596_,7.715µm
_009539_,7.715µm
_014050_,7.71µm
_022637_,7.71µm
_022650_,7.71µm
_049777_,7.71µm
_002952_,7.705µm
_003109_,7.705µm
_003259_,7.705µm
_005414_,7.705µm
_007484_,7.705µm
_000176_,7.7µm
_008141_,7.7µm
_008303_,7.7µm
_008629_,7.7µm
_009076_,7.7µm
_010280_,7.7µm
_012291_,7.7µm
_012436_,7.7µm
_013389_,7.7µm
_013827_,7.7µm
_015919_,7.7µm
_016329_,7.7µm
_017386_,7.7µm
_020961_,7.7µm
_022214_,7.7µm
_022420_,7.7µm
_022921_,7.7µm
_024420_,7.7µm
_026688_,7.7µm
_027378_,7.7µm
_028127_,7.7µm
_029553_,7.7µm
_029835_,7.7µm
_030579_,7.7µm
_034085_,7.7µm
_034627_,7.7µm
_036470_,7.7µm
_036717_,7.7µm
_036718_,7.7µm
_048032_,7.7µm
_052286_,7.7µm
_053461_,7.7µm
_054237_,7.7µm
_055409_,7.7µm
_057941_,7.7µm
_058368_,7.7µm
_059472_,7.7µm
_061779_,7.7µm
_064756_,7.7µm
_065527_,7.7µm
_066407_,7.7µm
_066929_,7.7µm
_069705_,7.7µm
_071648_,7.7µm
_074640_,7.7µm
_075059_,7.7µm
u_core.id_stage_i.register_file_i.mem\[69\],7.7µm
u_uart2.pack_data_r\[9\],7.7µm
net7791,7.7µm
net11902,7.7µm
net13881,7.7µm
net13916,7.7µm
net14753,7.7µm
net15041,7.7µm
net15097,7.7µm
net15143,7.7µm
net15825,7.7µm
net16034,7.7µm
net17798,7.7µm
net20701,7.7µm
net23333,7.7µm
_001798_,7.695µm
_050975_,7.695µm
u_uart2.u_rx_fifo.mem\[41\]\[1\],7.69µm
_003321_,7.685µm
_005442_,7.685µm
_005672_,7.685µm
_007172_,7.685µm
_011689_,7.685µm
_000423_,7.68µm
_001193_,7.68µm
_007575_,7.68µm
_007642_,7.68µm
_007892_,7.68µm
_008195_,7.68µm
_008691_,7.68µm
_008891_,7.68µm
_009739_,7.68µm
_010854_,7.68µm
_011045_,7.68µm
_011153_,7.68µm
_011230_,7.68µm
_011403_,7.68µm
_011767_,7.68µm
_011828_,7.68µm
_011849_,7.68µm
_013087_,7.68µm
_013286_,7.68µm
_013750_,7.68µm
_016336_,7.68µm
_016882_,7.68µm
_017032_,7.68µm
_017094_,7.68µm
_018223_,7.68µm
_019818_,7.68µm
_020992_,7.68µm
_021677_,7.68µm
_022032_,7.68µm
_024693_,7.68µm
_028490_,7.68µm
_038192_,7.68µm
_038436_,7.68µm
_048383_,7.68µm
_048414_,7.68µm
_048528_,7.68µm
_050063_,7.68µm
_050529_,7.68µm
_050713_,7.68µm
_051115_,7.68µm
_052135_,7.68µm
_057519_,7.68µm
_059434_,7.68µm
_060830_,7.68µm
_060923_,7.68µm
_062184_,7.68µm
_063411_,7.68µm
_066923_,7.68µm
_079314_,7.68µm
_081435_,7.68µm
_081789_,7.68µm
_082213_,7.68µm
_083638_,7.68µm
_086964_,7.68µm
u_core.ex_stage_i.alu_i.alu_div_i.ResReg_DP\[25\],7.68µm
u_core.id_stage_i.register_file_i.mem\[195\],7.68µm
u_core.id_stage_i.register_file_i.mem\[831\],7.68µm
u_npu.u_npu_csr.reg_out_addr\[29\],7.68µm
u_npu.u_npu_engine.conv_acc\[145\],7.68µm
u_npu.u_npu_engine.conv_acc\[213\],7.68µm
u_npu.u_npu_engine.dividend_acc\[7\],7.68µm
u_npu.u_npu_engine.kh_q0\[3\],7.68µm
u_qspi.rx_fifo\[25\]\[30\],7.68µm
u_qspi.rx_fifo\[37\]\[21\],7.68µm
u_qspi.rx_fifo\[3\]\[26\],7.68µm
u_qspi.rx_fifo\[45\]\[21\],7.68µm
u_qspi.rx_fifo\[8\]\[15\],7.68µm
u_qspi.tx_fifo\[25\]\[25\],7.68µm
u_qspi.tx_fifo\[39\]\[20\],7.68µm
u_qspi.tx_fifo\[3\]\[7\],7.68µm
u_qspi.tx_fifo\[61\]\[21\],7.68µm
u_qspi.tx_fifo\[9\]\[19\],7.68µm
u_qspi.tx_word\[27\],7.68µm
u_timer.prescaler_counter\[16\],7.68µm
u_uart2.fifo_rd_data\[5\],7.68µm
u_uart2.pack_rd_en,7.68µm
u_uart2.reg_stp_r\[2\],7.68µm
u_uart2.u_rx_fifo.mem\[178\]\[6\],7.68µm
u_uart2.u_rx_fifo.mem\[200\]\[5\],7.68µm
u_uart2.w_active_r,7.68µm
net11629,7.68µm
net13422,7.68µm
net15297,7.68µm
net16363,7.68µm
net16500,7.68µm
net16602,7.68µm
net17160,7.68µm
net17202,7.68µm
net18282,7.68µm
net18412,7.68µm
net19517,7.68µm
net19681,7.68µm
net19796,7.68µm
net20528,7.68µm
net20872,7.68µm
net22651,7.68µm
net24381,7.68µm
net24539,7.68µm
_028283_,7.67µm
_086447_,7.67µm
u_uart2.u_rx_fifo.mem\[119\]\[4\],7.67µm
uart2_rxd,7.67µm
qspi_io_o[3],7.67µm
qspi_io_oe[2],7.67µm
_001477_,7.665µm
_001874_,7.665µm
_003165_,7.665µm
_005079_,7.665µm
_011798_,7.665µm
u_core.id_stage_i.register_file_i.mem\[139\],7.665µm
_000587_,7.66µm
_009934_,7.66µm
_010767_,7.66µm
_011935_,7.66µm
_012299_,7.66µm
_012319_,7.66µm
_012449_,7.66µm
_012840_,7.66µm
_013235_,7.66µm
_013867_,7.66µm
_014190_,7.66µm
_014679_,7.66µm
_014987_,7.66µm
_015100_,7.66µm
_015312_,7.66µm
_016279_,7.66µm
_016570_,7.66µm
_017010_,7.66µm
_017086_,7.66µm
_017155_,7.66µm
_017878_,7.66µm
_017987_,7.66µm
_018376_,7.66µm
_018861_,7.66µm
_019010_,7.66µm
_019089_,7.66µm
_019121_,7.66µm
_019124_,7.66µm
_019935_,7.66µm
_020295_,7.66µm
_020579_,7.66µm
_020644_,7.66µm
_021534_,7.66µm
_022516_,7.66µm
_022655_,7.66µm
_022708_,7.66µm
_023355_,7.66µm
_025497_,7.66µm
_027988_,7.66µm
_029279_,7.66µm
_030649_,7.66µm
_031563_,7.66µm
_034892_,7.66µm
_038308_,7.66µm
_038540_,7.66µm
_039088_,7.66µm
_039220_,7.66µm
_040162_,7.66µm
_040553_,7.66µm
_041573_,7.66µm
_042267_,7.66µm
_043337_,7.66µm
_043790_,7.66µm
_044106_,7.66µm
_044996_,7.66µm
_045396_,7.66µm
_045411_,7.66µm
_045520_,7.66µm
_045550_,7.66µm
_045735_,7.66µm
_045857_,7.66µm
_045909_,7.66µm
_046388_,7.66µm
_046512_,7.66µm
_046700_,7.66µm
_046759_,7.66µm
_046787_,7.66µm
_047132_,7.66µm
_047257_,7.66µm
_047524_,7.66µm
_049138_,7.66µm
_051117_,7.66µm
_051461_,7.66µm
_053894_,7.66µm
_054749_,7.66µm
_054951_,7.66µm
_055418_,7.66µm
_055438_,7.66µm
_055903_,7.66µm
_057137_,7.66µm
_060369_,7.66µm
_060512_,7.66µm
_061811_,7.66µm
_062032_,7.66µm
_062431_,7.66µm
_062625_,7.66µm
_063216_,7.66µm
_063801_,7.66µm
_064408_,7.66µm
_064511_,7.66µm
_065001_,7.66µm
_065149_,7.66µm
_065300_,7.66µm
_065820_,7.66µm
_066505_,7.66µm
_069028_,7.66µm
_071847_,7.66µm
_074112_,7.66µm
_074399_,7.66µm
_074708_,7.66µm
_074917_,7.66µm
_075983_,7.66µm
_078148_,7.66µm
_078512_,7.66µm
_079689_,7.66µm
_079912_,7.66µm
_079949_,7.66µm
_080544_,7.66µm
_081158_,7.66µm
_082433_,7.66µm
_082897_,7.66µm
_084407_,7.66µm
_085808_,7.66µm
_086618_,7.66µm
_087031_,7.66µm
_087704_,7.66µm
_087825_,7.66µm
_087961_,7.66µm
_088148_,7.66µm
_088459_,7.66µm
_088770_,7.66µm
u_qspi.rx_fifo\[13\]\[17\],7.66µm
u_qspi.rx_fifo\[14\]\[7\],7.66µm
u_qspi.rx_fifo\[18\]\[28\],7.66µm
u_qspi.rx_fifo\[19\]\[8\],7.66µm
u_qspi.rx_fifo\[33\]\[9\],7.66µm
u_qspi.rx_fifo\[39\]\[22\],7.66µm
u_qspi.rx_fifo\[49\]\[7\],7.66µm
u_qspi.rx_fifo\[50\]\[9\],7.66µm
u_qspi.tx_fifo\[43\]\[16\],7.66µm
u_qspi.tx_fifo\[61\]\[31\],7.66µm
u_qspi.tx_fifo\[7\]\[14\],7.66µm
u_qspi.tx_fifo\[7\]\[24\],7.66µm
u_qspi.tx_fifo\[9\]\[20\],7.66µm
u_uart2.u_rx_fifo.mem\[128\]\[1\],7.66µm
u_uart2.u_rx_fifo.mem\[132\]\[3\],7.66µm
u_uart2.u_rx_fifo.mem\[157\]\[7\],7.66µm
u_uart2.u_rx_fifo.mem\[169\]\[1\],7.66µm
u_uart2.u_rx_fifo.mem\[228\]\[6\],7.66µm
u_uart2.u_rx_fifo.mem\[91\]\[5\],7.66µm
net6734,7.66µm
net11393,7.66µm
net12724,7.66µm
net15661,7.66µm
net17038,7.66µm
net17687,7.66µm
net18534,7.66µm
net19155,7.66µm
net19836,7.66µm
net20893,7.66µm
net21566,7.66µm
net22565,7.66µm
_036393_,7.655µm
_039541_,7.65µm
_041383_,7.65µm
_041410_,7.65µm
_042011_,7.65µm
_042106_,7.65µm
_043103_,7.65µm
_044092_,7.65µm
_044693_,7.65µm
_044727_,7.65µm
_045197_,7.65µm
_052315_,7.65µm
_003174_,7.645µm
_000123_,7.64µm
_000144_,7.64µm
_000206_,7.64µm
_000318_,7.64µm
_000376_,7.64µm
_000748_,7.64µm
_001115_,7.64µm
_001168_,7.64µm
_001176_,7.64µm
_001201_,7.64µm
_007527_,7.64µm
_007661_,7.64µm
_007816_,7.64µm
_007855_,7.64µm
_008016_,7.64µm
_008127_,7.64µm
_008641_,7.64µm
_009365_,7.64µm
_009678_,7.64µm
_009756_,7.64µm
_009800_,7.64µm
_009974_,7.64µm
_010195_,7.64µm
_010228_,7.64µm
_010376_,7.64µm
_010429_,7.64µm
_010434_,7.64µm
_010498_,7.64µm
_010501_,7.64µm
_010913_,7.64µm
_011698_,7.64µm
_011875_,7.64µm
_012757_,7.64µm
_013549_,7.64µm
_013974_,7.64µm
_014019_,7.64µm
_014329_,7.64µm
_014409_,7.64µm
_014738_,7.64µm
_015367_,7.64µm
_015748_,7.64µm
_016000_,7.64µm
_017434_,7.64µm
_017486_,7.64µm
_017672_,7.64µm
_017797_,7.64µm
_017871_,7.64µm
_018165_,7.64µm
_019034_,7.64µm
_019426_,7.64µm
_019456_,7.64µm
_019693_,7.64µm
_021470_,7.64µm
_022608_,7.64µm
_024074_,7.64µm
_024213_,7.64µm
_024573_,7.64µm
_024872_,7.64µm
_025247_,7.64µm
_026424_,7.64µm
_026430_,7.64µm
_026902_,7.64µm
_026936_,7.64µm
_027236_,7.64µm
_027305_,7.64µm
_027566_,7.64µm
_028764_,7.64µm
_029073_,7.64µm
_030130_,7.64µm
_030368_,7.64µm
_030568_,7.64µm
_031753_,7.64µm
_032933_,7.64µm
_033157_,7.64µm
_034751_,7.64µm
_035067_,7.64µm
_035499_,7.64µm
_037406_,7.64µm
_037863_,7.64µm
_037956_,7.64µm
_038500_,7.64µm
_038908_,7.64µm
_038935_,7.64µm
_038955_,7.64µm
_039363_,7.64µm
_039572_,7.64µm
_040098_,7.64µm
_040463_,7.64µm
_040551_,7.64µm
_040707_,7.64µm
_040710_,7.64µm
_040804_,7.64µm
_040987_,7.64µm
_041294_,7.64µm
_041391_,7.64µm
_041745_,7.64µm
_041760_,7.64µm
_041793_,7.64µm
_041900_,7.64µm
_041977_,7.64µm
_042280_,7.64µm
_042338_,7.64µm
_042384_,7.64µm
_042456_,7.64µm
_042544_,7.64µm
_042566_,7.64µm
_042611_,7.64µm
_042686_,7.64µm
_042727_,7.64µm
_042768_,7.64µm
_042799_,7.64µm
_042937_,7.64µm
_043156_,7.64µm
_043177_,7.64µm
_043206_,7.64µm
_043250_,7.64µm
_043256_,7.64µm
_043274_,7.64µm
_043379_,7.64µm
_043423_,7.64µm
_043525_,7.64µm
_043832_,7.64µm
_043969_,7.64µm
_044322_,7.64µm
_044980_,7.64µm
_045143_,7.64µm
_045204_,7.64µm
_045211_,7.64µm
_045215_,7.64µm
_045227_,7.64µm
_045245_,7.64µm
_045464_,7.64µm
_045939_,7.64µm
_046399_,7.64µm
_046468_,7.64µm
_046519_,7.64µm
_046586_,7.64µm
